Sample,midx,midy,midz,East,North,elevation,Chalcocite-Digenite,Covellite,Chalcopyrite,Bornite,Pyrite,Enargite,Sphalerite,Quartz,K-Feldspar,Albite,Muscovite/Sericite,Clays,Biotite,Chlorite,Calcite,Gypsum/Anhydrite,SG,lithology,minzone,alteration,Ai
S-238,3668.22,3968.24,4410.05,3668.22,3968.24,4410.05,0.31,0.07,0.83,0.29,0.27,0,0.01,23.14,11.87,33.25,3.19,0.45,8.15,2.21,0,0.07,2.54,porphyry,SSF,POT,0.23
S-239,3684.1,3816.11,4354.34,3684.1,3816.11,4354.34,0.53,0.05,1.36,0.42,0.2,0,0.01,35.88,11.93,31.51,5.79,0.42,3.36,3.04,0,0.04,2.55,porphyry,SSF,POT,0.21
S-240,3646.31,3814.27,4290.75,3646.31,3814.27,4290.75,0.35,0.05,1.37,0.45,0.23,0,0.01,32.72,16.3,28.26,5.31,0.68,4.56,3.01,0.11,0.02,2.55,porphyry,SSF,POT,0.24
S-241,3577.51,3720.52,4315.43,3577.51,3720.52,4315.43,0.39,0.05,1.11,0.33,0.11,0,0.01,28.55,15.55,28.58,2.75,0.36,7.54,1.81,0.02,0.03,2.56,porphyry,SSF,POT,0.26
S-242,3562.53,3416.38,4359,3562.53,3416.38,4359,0.16,0.03,0.68,0.15,1.76,0,0.01,72.81,4.13,5.23,13.71,0.39,0.12,0.05,0.01,0.05,2.62,porphyry,SSF,POT,0.21
S-243,1981.87,3870.86,4035.24,1981.87,3870.86,4035.24,0.37,0.05,0.48,0.19,0.67,0,0.01,26.42,9.53,19.55,5.27,0.72,7.4,2.37,0.03,0.03,2.59,porphyry,SSF,POT,0.24
S-244,2308.1,3681.44,4010.14,2308.1,3681.44,4010.14,0.23,0.06,1.17,0.2,0.01,0,0.01,35.62,11.61,34.97,2.2,0.66,8.19,1.02,0.01,0.02,2.57,porphyry,SSF,POT,0.3
S-245,2259.99,3748.13,4055.18,2259.99,3748.13,4055.18,0.22,0.01,0.35,0.15,0.03,0,0.01,24.32,14.2,27.62,1.63,1.25,9.7,1.28,0.02,0.02,2.57,porphyry,SSF,POT,0.23
S-246,2360.87,3695.24,4054.88,2360.87,3695.24,4054.88,0.26,0.04,0.4,0.15,0.32,0,0.01,19.49,28.73,34.5,2.09,0.44,7.1,0.99,0.03,0.05,2.53,porphyry,SSF,POT,0.26
S-247,3638.56,3970.14,4419.44,3638.56,3970.14,4419.44,0.36,0.06,1.28,0.47,0.32,0,0.01,37.08,14.19,26.63,4.45,0.79,3.59,2.01,0.01,0.02,2.54,porphyry,SSF,POT,0.26
S-248,3730.71,3818.32,4431.3,3730.71,3818.32,4431.3,0.21,0.09,0.12,0.08,0.7,0,0.01,26.63,5.69,36.26,8.96,0.37,8.45,2.78,0.02,0.07,2.53,porphyry,SSF,POT,0.2
S-249,3612.16,3843.66,4336.49,3612.16,3843.66,4336.49,0.17,0.04,1.42,0.35,0.31,0,0.01,33,16.73,29.14,4,0.63,4.84,1.88,0.01,0.03,2.57,porphyry,SSF,POT,0.25
S-250,3583.25,3764.23,4293.44,3583.25,3764.23,4293.44,0.44,0.04,0.92,0.36,0.47,0,0.01,28.58,11.67,19.89,4.21,0.24,12.62,1.9,0.17,0.03,2.57,porphyry,SSF,POT,0.21
S-251,3664.73,3747.18,4431.32,3664.73,3747.18,4431.32,0.33,0.15,1.16,0.34,0.83,0,0.01,38.76,11.01,27.77,7.48,0.4,3.64,2.29,0.03,0.07,2.53,porphyry,SSF,POT,0.23
S-252,3514.44,3413.46,4295.15,3514.44,3413.46,4295.15,0.04,0.01,1.26,0.18,2.95,0,0.01,54.87,14.09,14.73,8.67,0.6,0.27,0.42,0.01,0.13,2.58,porphyry,SSF,POT,0.26
S-253,3590.98,3576.96,4333.49,3590.98,3576.96,4333.49,0.1,0.03,1.46,0.32,0.94,0,0.01,31.88,9.81,26.89,8.42,0.63,6.63,2.74,0.06,0.03,2.56,porphyry,SSF,POT,0.23
S-254,3314.73,4047.37,4371.22,3314.73,4047.37,4371.22,0.2,0.04,0.52,0.26,0.09,0,0.01,23.57,17.29,27.39,1.04,0.59,8.96,0.92,0.01,0.04,2.58,porphyry,SSF,POT,0.32
S-255,3401.77,4065.46,4374.55,3401.77,4065.46,4374.55,0.46,0.05,0.75,0.32,0.06,0,0.01,47.63,14.94,21.71,1.52,1.03,4.24,2.3,0.04,0.03,2.57,porphyry,SSF,POT,0.32
S-256,3061.46,4018.65,4304.68,3061.46,4018.65,4304.68,0.1,0.07,0.23,0.4,0,0,0.01,28.14,13.84,30.23,1.13,1.05,7.53,0.53,0.01,0.05,2.61,porphyry,SSF,POT,0.26
S-257,3039.32,3972.09,4310.23,3039.32,3972.09,4310.23,0.36,0.05,0.44,0.28,0.23,0,0.01,22.88,13.35,35.68,1.05,0.58,10.89,0.78,0,0.09,2.53,porphyry,SSF,POT,0.31
S-258,3257.66,3976.76,4302.79,3257.66,3976.76,4302.79,0.21,0.03,0.38,0.23,0.01,0,0.01,25.15,17.43,32.35,0.89,0.38,8.09,0.63,0,0.02,2.54,porphyry,SSF,POT,0.34
S-259,1541.01,3759.66,4072.65,1541.01,3759.66,4072.65,0.39,0.04,0.29,0.13,0.49,0,0.01,29.88,7.6,12.61,4.63,0.24,8.85,2.11,0.02,0.05,2.6,porphyry,SSF,POT,0.21
S-260,2307.18,3759.55,3984.36,2307.18,3759.55,3984.36,0.13,0.03,0.65,0.64,0.02,0,0.01,21.04,19.04,39.56,1.01,0.24,7,0.44,0.04,1.73,2.63,porphyry,SSF,POT,0.35
S-261,3212.81,3989.88,4394.84,3212.81,3989.88,4394.84,0.49,0.03,0.48,0.18,0.05,0,0.01,26.49,16.36,26.61,1.16,0.42,9.2,1.1,0.01,0.02,2.61,porphyry,SSF,POT,0.29
S-262,3243.4,3958.03,4285.23,3243.4,3958.03,4285.23,0.23,0.04,0.62,0.19,0.01,0,0.01,24.65,18.18,30.78,0.72,0.47,6.78,0.56,0,0.01,2.58,porphyry,SSF,POT,0.34
S-263,3400.86,4115.49,4468,3400.86,4115.49,4468,0.23,0.04,0.82,0.2,0.1,0,0.01,24.12,11.91,28.06,2.33,0.47,6.4,1.48,0.03,0.05,2.53,porphyry,SSF,POT,0.29
S-264,3007.49,4024.12,4298.49,3007.49,4024.12,4298.49,0.07,0.01,0.39,0.27,0.02,0,0.01,20.83,14.03,31.25,0.88,0.14,10.09,0.57,0.03,0.1,2.64,porphyry,SSF,POT,0.28
S-265,3258.78,4015.42,4416.39,3258.78,4015.42,4416.39,0.15,0.05,0.36,0.07,0.01,0,0.01,22.44,16.1,30.58,1.01,0.28,9.94,1.04,0.01,0.03,2.51,porphyry,SSF,POT,0.27
S-266,3236.52,3998.59,4387.25,3236.52,3998.59,4387.25,0.49,0.05,0.86,0.24,0,0,0.01,26.33,19.91,28.67,1.04,0.33,7.24,1.09,0.03,0.02,2.58,porphyry,SSF,POT,0.33
S-267,1583.7,3837.51,4074.97,1583.7,3837.51,4074.97,0.66,0.04,0.25,0.12,0.12,0,0.01,29.33,5.94,13.41,4.45,0.14,11.16,2.29,0.02,0.09,2.59,porphyry,SSF,POT,0.24
S-268,1684.81,3897.01,4071.89,1684.81,3897.01,4071.89,1.12,0.14,0.67,0.24,0.41,0,0.01,38.87,4.85,20.87,8.8,0.65,5.99,2.21,0.01,0.04,2.59,porphyry,SSF,POT,0.2
S-269,1708.71,3859.47,4089.54,1708.71,3859.47,4089.54,0.74,0.08,0.45,0.16,0.43,0,0.01,35.26,6.08,18.31,6.67,0.22,6.41,2.23,0.03,0.03,2.58,porphyry,SSF,POT,0.24
S-270,2263.16,3691.92,3974.97,2263.16,3691.92,3974.97,0.04,0.01,0.83,0.16,0.02,0,0.01,22.36,9.78,34.16,0.94,0.1,10.83,0.89,0.04,0.11,2.57,porphyry,SSF,POT,0.29
S-271,3159.51,4029.72,4417.46,3159.51,4029.72,4417.46,0.03,0.02,0.05,0.01,0.05,0,0.01,27.75,19.39,28.33,1.06,0.46,5.61,1.25,0.03,0.15,2.55,porphyry,SSF,POT,0.35
S-272,3568.23,3398.01,4305.93,3568.23,3398.01,4305.93,0.05,0.02,0.64,0.06,2.23,0,0.01,61.53,9.91,15.04,7.88,1.03,0.2,0.22,0.01,0.22,2.67,porphyry,SSF,POT,0.23
S-273,3160.21,4049.76,4344.15,3160.21,4049.76,4344.15,0.3,0.03,0.42,0.36,0.02,0,0.01,23.66,13.44,36.45,0.76,0.46,6.58,0.89,0.03,0.09,2.57,breccia,SSF,POT,0.29
S-274,3551.89,3579.92,4277.93,3551.89,3579.92,4277.93,0.33,0.06,1.03,0.31,0.76,0,0.01,39.33,16.05,23.99,6.57,0.46,2.47,2.65,0.03,0.1,2.56,porphyry,SSF,POT,0.2
S-275,2781.52,4048.07,4299.92,2781.52,4048.07,4299.92,0.44,0.09,0.61,0.2,0.76,0,0.01,34.06,16.69,24.81,6.88,1,3.54,1.99,0,0.02,2.59,porphyry,SSF,POT,0.23
S-276,3434.26,3844.45,4249.81,3434.26,3844.45,4249.81,0.26,0.07,0.99,0.39,0.01,0,0.01,29.49,23.08,33.59,3.22,0.38,3.94,1.57,0,0.03,2.54,porphyry,SSF,POT,0.33
S-277,3536.64,3503.59,4393.26,3536.64,3503.59,4393.26,0.29,0.1,1.98,0.15,2.42,0,0.01,36.62,7.19,36.1,10.5,0.75,0.28,1.33,0,0.04,2.58,porphyry,SSF,POT,0.22
S-278,3653.14,3966.55,4370.89,3653.14,3966.55,4370.89,0.18,0.02,1.26,0.09,0.98,0,0.01,37.81,8.52,29.43,8.21,0.55,6.4,1.46,0,0.02,2.69,porphyry,SSF,POT,0.27
S-279,3598.13,3748.49,4346.31,3598.13,3748.49,4346.31,0.22,0.06,1.49,0.13,0.15,0,0.01,34.58,13.98,24.89,10.11,0.69,5.11,1.46,0,0.08,2.55,porphyry,SSF,POT,0.26
S-280,3087.25,3859.77,4252.31,3087.25,3859.77,4252.31,0.39,0.05,0.84,0.47,0.02,0,0.01,37.6,12.09,36.65,0.88,0.71,3.16,0.24,0.01,0.26,2.53,porphyry,SSF,POT,0.29
S-281,3626.14,4034.23,4386.93,3626.14,4034.23,4386.93,0.02,0,1.1,0.18,0.01,0,0.01,35.03,15.98,25.43,1.07,0.5,5.43,1.03,0.03,1.09,2.65,porphyry,SSF,POT,0.28
S-282,2970.68,3918.04,4254.88,2970.68,3918.04,4254.88,0.14,0.03,0.84,0.48,0.02,0,0.01,28.47,17.37,28.63,1.38,0.2,6.3,0.5,0.01,0.02,2.59,porphyry,SSF,POT,0.29
S-283,3658.45,3933.61,4387.65,3658.45,3933.61,4387.65,0.55,0.16,1.99,0.46,0.03,0,0.01,25.92,11.1,39.09,5.68,0.52,8.11,1.75,0.01,0.02,2.56,porphyry,SSF,POT,0.22
S-284,3556.38,3806.98,4394.69,3556.38,3806.98,4394.69,0.34,0.1,1.25,0.16,0.1,0,0.01,34.63,14.6,26.88,7.38,1.36,3.7,3.22,0.01,0.06,2.57,porphyry,SSF,POT,0.25
S-285,1879.27,3608.38,3925.1,1879.27,3608.38,3925.1,0.12,0.04,1.65,0.11,0.54,0,0.01,32.26,2.77,16.55,18.04,0.71,8.96,1.24,0.02,0.08,2.6,porphyry,SSF,POT,0.22
S-286,2336.69,3200.18,3942.4,2336.69,3200.18,3942.4,0.1,0.02,1.78,0.04,0.2,0,0.01,30.34,9.68,28.05,7.85,0.55,6,1.27,0.02,0.08,2.55,porphyry,SSF,POT,0.23
S-287,3089.65,3953.87,4344.17,3089.65,3953.87,4344.17,0.36,0.02,0.49,0.3,0.04,0,0.01,33.86,14.8,33.81,0.99,1.12,5.46,0.6,0,0.03,2.57,porphyry,SSF,POT,0.29
S-288,3571.05,3616.48,4314.53,3571.05,3616.48,4314.53,0.34,0.09,1.2,0.14,0.89,0,0.01,33.8,9.93,21.9,16.44,1.32,3.15,2.53,0.02,0.12,2.55,porphyry,SSF,POT,0.21
S-289,3190.63,3947.16,4262.34,3190.63,3947.16,4262.34,0.17,0.02,0.39,0.54,0.01,0,0.01,28.75,24.43,27.9,1.36,0.25,5.52,0.47,0.01,0.04,2.56,porphyry,SSF,POT,0.3
S-290,3564.85,4032.01,4419.55,3564.85,4032.01,4419.55,0.33,0.1,0.63,0.15,0.13,0,0.01,30.93,8.49,30.68,3.77,2.43,4.35,1.68,0.01,0.07,2.55,porphyry,SSF,POT,0.25
S-291,2743.55,4041.95,4259.88,2743.55,4041.95,4259.88,0.25,0.07,0.77,0.14,1.06,0,0.01,37.78,13.82,25.36,7.62,1.82,3.44,1.15,0.01,0.03,2.56,porphyry,SSF,POT,0.3
S-292,3642.69,3985.96,4395.57,3642.69,3985.96,4395.57,0.25,0.05,1.39,0.15,0.4,0,0.01,30.86,15.54,24.79,9,0.78,5.27,2.04,0.01,0.04,2.69,porphyry,SSF,POT,0.29
S-293,2083.79,3594.09,3954.64,2083.79,3594.09,3954.64,0.27,0.04,1.21,0.39,0.14,0,0.01,22.47,20.79,36.83,3.25,0.27,6.52,0.63,0.01,0.04,2.53,porphyry,SSF,POT,0.25
S-294,2080.84,3649.39,3974.92,2080.84,3649.39,3974.92,0.17,0.04,1.26,0.18,0.01,0,0.01,28.02,17.52,32,5.83,0.38,5.13,1.54,0.02,0.21,2.57,porphyry,SSF,POT,0.25
S-295,3433.84,4116.2,4444.37,3433.84,4116.2,4444.37,0.4,0.05,0.61,0.18,0.23,0,0.01,25.59,12.35,25.91,4.79,0.46,4.39,1.23,0,0.02,2.67,porphyry,SSF,POT,0.25
S-296,1966.63,3818.08,3991.37,1966.63,3818.08,3991.37,0.5,0.05,0.79,0.27,0.91,0,0.01,31.17,8.37,24.25,7.1,0.61,4.43,2.4,0,0.02,2.52,porphyry,SSF,POT,0.2
S-297,2945.65,3938.03,4238.71,2945.65,3938.03,4238.71,0.16,0.02,1.18,0.58,0.07,0,0.01,29.69,10.08,33.05,1.47,0.37,4.49,2.02,0.01,0.04,2.56,porphyry,SSF,POT,0.24
S-298,3621.6,3793.82,4323.11,3621.6,3793.82,4323.11,0.58,0.14,2.37,0.33,0.75,0,0.01,43.76,12.7,28.7,2.55,1.37,2.58,1.96,0.01,0.02,2.57,porphyry,SSF,POT,0.23
S-299,3572.71,3663.39,4312.55,3572.71,3663.39,4312.55,0.3,0.08,1.43,0.19,0.2,0,0.01,28.11,11.67,37.75,4.96,1.67,2.51,1.85,0.01,0.05,2.6,porphyry,SSF,POT,0.24
S-300,3323.57,3849.04,4239.38,3323.57,3849.04,4239.38,0.1,0.01,1.06,0.06,0.03,0,0.01,29.49,19.94,29.18,1.44,0.41,3.66,1.41,0.01,0.03,2.53,porphyry,SSF,POT,0.33
S-301,2884.69,4045.25,4337.13,2884.69,4045.25,4337.13,0.31,0.12,0.81,0.12,0.31,0,0.01,31.14,14.84,32.67,3.11,0.98,2.05,2.1,0.02,0.05,2.6,porphyry,SSF,POT,0.31
S-302,2214.8,3722.53,3985.63,2214.8,3722.53,3985.63,0.23,0.03,1,0.7,0.01,0,0.01,28.09,8.96,50.44,1.22,0.2,6.25,0.76,0.02,0.04,2.58,porphyry,SSF,POT,0.26
S-303,3479.51,3828.38,4268.29,3479.51,3828.38,4268.29,0.11,0.02,0.86,0.26,0.01,0,0.01,28.81,17.7,29.93,2.57,0.39,4.51,0.79,0.03,1.28,2.54,porphyry,SSF,POT,0.31
S-304,3477.61,3840.16,4329.13,3477.61,3840.16,4329.13,0.15,0.05,0.91,0.13,0.03,0,0.01,30.34,13.35,32.78,2.98,0.47,4.12,0.39,0.02,0.03,2.52,porphyry,SSF,POT,0.27
S-305,3476.81,3845.1,4354.64,3476.81,3845.1,4354.64,0.31,0.08,1.18,0.16,0.2,0,0.01,28.28,17.31,28.44,4.48,1.04,3.81,2.55,0.09,0.12,2.57,porphyry,SSF,POT,0.21
S-306,3432.32,3644.01,4265.31,3432.32,3644.01,4265.31,0.54,0.07,1.33,0.17,0.62,0,0.01,28.39,6.58,34.15,11.84,1.63,1.48,1.02,0.01,0.03,2.54,porphyry,SSF,POT,0.25
S-307,2135.69,3744.09,3968.29,2135.69,3744.09,3968.29,0.26,0.11,1.55,0.28,0.1,0,0.01,24.63,20.82,30.06,10.09,0.59,6.04,1,0.01,0.02,2.54,porphyry,SSF,POT,0.27
S-308,3446.85,3489.4,4295.85,3446.85,3489.4,4295.85,0.11,0.08,1.68,0.2,1.08,0,0.01,25.72,8.71,35.28,16.38,0.48,1.5,2.64,0.02,0.03,2.49,porphyry,SSF,POT,0.2
S-309,1869.16,3519.9,3968.13,1869.16,3519.9,3968.13,0.04,0.01,1.58,0.04,1.09,0,0.01,31.12,4.49,15.95,23.57,1.14,6.15,0.63,0.09,0.06,2.62,porphyry,SSF,POT,0.22
S-310,3337.31,4092.34,4421.65,3337.31,4092.34,4421.65,0.16,0.06,0.51,0.14,0.02,0,0.01,28.51,20.51,21.03,1.49,0.55,3.28,0.96,0.03,0.02,2.55,porphyry,SSF,POT,0.32
S-311,3589.89,3886.07,4363.06,3589.89,3886.07,4363.06,0.11,0.05,1.38,0.13,0.21,0,0.01,32.3,13.39,26.51,9.94,1.11,4.29,3.2,0.03,0.06,2.55,porphyry,SSF,POT,0.25
S-312,3489.4,3413.49,4312.59,3489.4,3413.49,4312.59,0.02,0,1.33,0.01,1.27,0,0.01,51.42,13.77,16.19,12.88,0.84,0.19,0.54,0.04,0.27,2.55,porphyry,SSF,POT,0.27
S-313,3403.5,3798.99,4237.34,3403.5,3798.99,4237.34,0.24,0.03,0.77,0.2,0.01,0,0.01,28.82,20,25.96,1.85,0.65,1.57,0.77,0.02,0.42,2.55,porphyry,SSF,POT,0.34
S-314,3423.39,3901.57,4356.16,3423.39,3901.57,4356.16,0.45,0.04,0.69,0.16,0.56,0,0.01,30.85,16.04,32.32,2.97,0.74,4.34,0.96,0.01,0.24,2.56,porphyry,SSF,POT,0.25
S-315,3134,3865.76,4241.37,3134,3865.76,4241.37,0.24,0.03,0.22,0.8,0,0,0.01,28.52,18.44,26.68,1.55,0.62,4.55,1.02,0.02,0.05,2.57,porphyry,SSF,POT,0.26
S-316,3708.17,3914.89,4419.04,3708.17,3914.89,4419.04,0.12,0.04,1.15,0.07,0.27,0,0.01,28.2,6.4,26.91,10.8,0.81,4.49,2.91,0.04,0.18,2.51,porphyry,SSF,POT,0.19
S-317,3393.89,3566.52,4266.65,3393.89,3566.52,4266.65,0.21,0.04,1.25,0.26,0.02,0,0.01,35.19,14.45,24.39,7.26,0.86,2.5,1.97,0.02,0.03,2.55,porphyry,SSF,POT,0.26
S-318,3501.94,3734.43,4296.28,3501.94,3734.43,4296.28,0.14,0.05,1.15,0.12,0.02,0,0.01,32.13,15.94,26.95,2.83,0.66,3.88,1.03,0.01,0.05,2.56,porphyry,SSF,POT,0.3
S-319,3483.32,3548.77,4262.48,3483.32,3548.77,4262.48,0.14,0.08,1.14,0.12,0.58,0,0.01,44.39,11.56,21.26,11.75,0.8,1,1.89,0.03,0.07,2.55,porphyry,SSF,POT,0.22
S-320,3634.6,3743.13,4375.69,3634.6,3743.13,4375.69,0.2,0.1,1.59,0.13,0.43,0,0.01,33.19,11.9,29.52,13.41,0.83,2.59,1.54,0.01,0.03,2.55,porphyry,SSF,POT,0.25
S-321,3336.71,3377.25,4241.98,3336.71,3377.25,4241.98,0.1,0.05,1.61,0.12,1.21,0,0.01,32.99,5.18,22.04,14.76,0.8,1.5,2.1,0.04,0.03,2.6,porphyry,SSF,POT,0.24
S-322,1958.96,3589.29,3950.16,1958.96,3589.29,3950.16,0.34,0.06,0.94,0.15,0.05,0,0.01,28.25,8.9,22.36,11.55,0.74,8.3,1.84,0.41,0.13,2.58,porphyry,SSF,POT,0.25
S-323,3687.35,3891.94,4358.27,3687.35,3891.94,4358.27,0.45,0.05,1.28,0.18,1.15,0,0.01,36.5,7.88,29.12,14.91,0.86,1.37,1.4,0.06,0.09,2.69,porphyry,SSF,POT,0.19
S-324,3376.53,3959.84,4372.04,3376.53,3959.84,4372.04,0.79,0.08,0.79,0.52,0.19,0,0.01,27.54,13.71,39.79,2.12,1.31,4.07,0.77,0.02,0.05,2.62,porphyry,SSF,POT,0.26
S-325,3344.59,3385.05,4215.68,3344.59,3385.05,4215.68,0.02,0,1.25,0.03,0.51,0,0.01,25.87,7.78,21.26,11.73,0.28,4.6,1.32,0.05,0.04,2.59,porphyry,SSF,POT,0.28
S-326,2531.04,3870.66,4127.8,2531.04,3870.66,4127.8,0.28,0.01,1.05,0.41,0.08,0,0.01,25.5,14.66,33.32,3.85,0.26,9.37,0.76,0.01,0.02,2.55,porphyry,SSF,POT,0.23
S-327,3417.49,3385.05,4219.5,3417.49,3385.05,4219.5,0,0,1.61,0.01,1.46,0,0.01,28.2,7.07,21.04,12.24,0.27,3.13,1.59,0.22,5.09,2.67,porphyry,SSF,POT,0.37
S-328,3417.49,3385.05,4219.5,3417.49,3385.05,4219.5,0,0,1.33,0,1.75,0,0.01,27.62,8.08,21.22,11.93,0.29,3.58,1.73,0.24,5.78,2.68,porphyry,SSF,POT,0.36
S-329,2400.77,4050.76,4136.42,2400.77,4050.76,4136.42,0.58,0.06,1,0.08,0.36,0,0.01,27.18,12.49,22.98,5.25,0.84,6.61,1.05,0.02,0.01,2.58,porphyry,SSF,POT,0.25
S-330,2588.22,4010.86,4174.72,2588.22,4010.86,4174.72,0.36,0.03,0.82,0.02,0.66,0,0.01,27.84,12.99,25.15,6.47,0.62,5.88,1.21,0.01,0.01,2.59,porphyry,SSF,POT,0.29
S-331,2588.32,4024.17,4212.44,2588.32,4024.17,4212.44,0.65,0.04,1.48,0.09,0.97,0,0.01,30.2,10.73,21.38,9.35,0.82,5.4,1.76,0,0.02,2.64,porphyry,SSF,POT,0.23
S-332,3296,3380.33,4199.23,3296,3380.33,4199.23,0.02,0.01,1.81,0.02,1.81,0,0.01,32.93,3.98,15.48,17.98,0.42,3.02,1.57,0,0.02,2.59,porphyry,SSF,POT,0.28
S-333,2430.59,4011.8,4145.02,2430.59,4011.8,4145.02,0.38,0.03,0.59,0.12,0.08,0,0.01,21.41,26.56,30.37,3.8,0.48,7.95,0.89,0.05,0.07,2.54,porphyry,SSF,POT,0.3
S-334,3308.98,3590.77,4191.88,3308.98,3590.77,4191.88,0.07,0.01,1.76,0.2,0,0,0.01,33.67,16.5,23.18,7.37,0.93,3.64,0.91,0.01,0.02,2.56,porphyry,SSF,POT,0.32
S-335,3295.98,3391.82,4160.92,3295.98,3391.82,4160.92,0.07,0.03,2.38,0.01,0.83,0,0.01,36.21,9.14,19.06,16.93,0.47,2.4,2.09,0,0.03,2.6,porphyry,SSF,POT,0.22
S-336,3308.82,3568.32,4218.73,3308.82,3568.32,4218.73,0.13,0.03,1.1,0.06,0.16,0,0.01,29.05,15.85,26.74,9.48,0.66,2.9,0.57,0,0.03,2.53,porphyry,SSF,POT,0.3
S-337,2485.07,3775.46,4094.9,2485.07,3775.46,4094.9,0.51,0.02,1.05,0.24,0.49,0,0.01,31.7,17.07,27.31,7.82,0.67,4.8,0.73,0.01,0.03,2.55,porphyry,SSF,POT,0.27
S-338,2945.42,3761.69,4177.44,2945.42,3761.69,4177.44,0.49,0.07,1.16,0.23,0.18,0,0.01,26.1,15.87,27.35,3.81,0.85,5.01,0.78,0,0.01,2.56,porphyry,SSF,POT,0.3
S-339,2663.32,4040.83,4205.79,2663.32,4040.83,4205.79,0.24,0.02,0.62,0.06,0.92,0,0.01,26.15,10.39,20.36,6.1,0.69,6.81,1.08,0.01,0.04,2.59,porphyry,SSF,POT,0.29
S-340,2784.88,3897.69,4167.98,2784.88,3897.69,4167.98,0.27,0.02,1.56,0.14,1.15,0,0.01,26.03,19.81,30.89,5,0.46,4,0.38,0,0.03,2.56,porphyry,SSF,POT,0.32
S-341,3353.68,3378.18,4216.77,3353.68,3378.18,4216.77,0.01,0,1.84,0.01,0.49,0,0.01,28.06,8.75,20.05,9.98,0.28,4.39,1.77,0,0.02,2.58,porphyry,SSF,POT,0.22
S-342,3057.16,3894.34,4209.21,3057.16,3894.34,4209.21,0.08,0.02,1.66,0.52,0,0,0.01,28.88,16.87,26.39,1.68,0.5,4.83,0.4,0,0.01,2.59,porphyry,SSF,POT,0.36
S-343,3057.16,3894.34,4209.21,3057.16,3894.34,4209.21,0.08,0.02,1.66,0.52,0,0,0.01,28.88,16.87,26.39,1.68,0.5,4.83,0.4,0,0.01,2.58,porphyry,SSF,POT,0.36
S-344,2455.95,3852.55,4029.7,2455.95,3852.55,4029.7,0.62,0.09,0.82,0.55,0.18,0,0.01,17.28,29.6,28.2,5.78,0.54,7.44,1.09,0.09,0.02,2.54,porphyry,SSF,POT,0.27
S-345,2825.19,3933.56,4212.25,2825.19,3933.56,4212.25,0.22,0.02,1.04,0.16,0.52,0,0.01,26.3,14.22,24.15,3.57,0.4,5.63,0.89,0,0.01,2.59,porphyry,SSF,POT,0.34
S-346,3236.3,3754.67,4221.18,3236.3,3754.67,4221.18,0.13,0.01,0.93,0.72,0,0,0.01,29.62,20.84,25.08,2.04,0.29,5.3,0.6,0.01,0.07,2.53,porphyry,SSF,POT,0.31
S-347,3088.8,3873.99,4207.54,3088.8,3873.99,4207.54,0.41,0.02,1,0.16,0.04,0,0.01,29.29,19.3,27.12,1.77,0.33,7.02,0.6,0.01,0.04,2.53,porphyry,SSF,POT,0.32
S-348,2451.75,4039.57,4153.36,2451.75,4039.57,4153.36,0.4,0.02,0.33,0.06,0.18,0,0.01,19.4,19.81,37.69,3.6,0.4,10.1,0.8,0,0.02,2.55,porphyry,SSF,POT,0.26
S-349,2611.53,4018.32,4195.89,2611.53,4018.32,4195.89,0.22,0.05,0.76,0.04,1.18,0,0.01,28.79,14.44,21.28,7.44,0.73,4.83,1.21,0,0.02,2.61,porphyry,SSF,POT,0.28
S-350,3495.32,3621.96,4247.33,3495.32,3621.96,4247.33,0.22,0.02,1.65,0.19,0.16,0,0.01,27.33,9.3,18.15,9.68,0.44,10.3,1.83,0.01,0.05,2.57,porphyry,SSF,POT,0.2
S-351,3061.3,3799.96,4145.45,3061.3,3799.96,4145.45,0.33,0.04,1.05,0.21,0.03,0,0.01,27.08,19.71,19.33,1.87,0.54,7.02,0.86,0.01,0.04,2.59,porphyry,SSF,POT,0.33
S-352,3227.61,3399.93,4121.41,3227.61,3399.93,4121.41,0.12,0.06,3.28,0.28,0.02,0,0.01,30.34,11.5,20.35,17.84,0.62,2.86,1.42,0.01,0.04,2.57,porphyry,SSF,POT,0.23
S-353,2485.56,3793.42,4105.86,2485.56,3793.42,4105.86,0.73,0.1,0.77,0.13,0.2,0,0.01,28.47,16.91,32.23,6.37,0.73,6.39,0.93,0.01,0.03,2.55,porphyry,SSF,POT,0.22
S-354,2944.84,3761.14,4116.95,2944.84,3761.14,4116.95,0.12,0.04,0.54,0.51,0.06,0,0.01,29.65,19.35,15.9,2.17,0.64,5.95,0.87,0,0.03,2.57,porphyry,SSF,POT,0.32
S-355,3161.92,3893.78,4206.94,3161.92,3893.78,4206.94,0.21,0.02,0.82,0.47,0.08,0,0.01,31.9,18.75,20.98,1.2,0.39,6.49,0.67,0.01,0.1,2.6,porphyry,SSF,POT,0.33
S-356,3161.92,3893.78,4206.94,3161.92,3893.78,4206.94,0.21,0.02,0.82,0.47,0.08,0,0.01,31.9,18.75,20.98,1.2,0.39,6.49,0.67,0.01,0.1,2.59,porphyry,SSF,POT,0.31
S-357,3277.84,3498.62,4157.19,3277.84,3498.62,4157.19,0.02,0.01,1.53,0.12,0.01,0,0.01,26.15,12.95,17.13,6.28,0.45,5.87,1.91,0.01,0.07,2.6,porphyry,SSF,POT,0.31
